2
142 80
-1.6	-1	0	0	0
-1.577305	-1	0	0	0
-1.55461	-1	0	0	0
-1.531915	-1	0	0	0
-1.50922	-1	0.2805629	-0.07571064	1
-1.486525	-1	0.3565361	0.1703901	1
-1.46383	-1	0.3386497	0.1550296	1
-1.441135	-1	0.3255156	0.1417357	1
-1.41844	-1	0.2804426	0.08035019	1
-1.395745	-1	0.2854405	0.08681349	1
-1.37305	-1	0.2902892	0.09244607	1
-1.350355	-1	0.2950045	0.09743837	1
-1.32766	-1	0.2996001	0.1019198	1
-1.304965	-1	0.304088	0.1059828	1
-1.28227	-1	0.3084784	0.1096957	1
-1.259574	-1	0.31278	0.1131108	1
-1.236879	-1	0.3170004	0.1162691	1
-1.214184	-1	0.3211465	0.1192031	1
-1.191489	-1	0.325224	0.1219394	1
-1.168794	-1	0.329238	0.1244998	1
-1.146099	-1	0.3331932	0.1269026	1
-1.123404	-1	0.3370937	0.1291632	1
-1.100709	-1	0.3409432	0.1312946	1
-1.078014	-1	0.344745	0.133308	1
-1.055319	-1	0.3485023	0.1352133	1
-1.032624	-1	0.3522176	0.137019	1
-1.009929	-1	0.3558936	0.1387324	1
-0.9872341	-1	0.3595325	0.1403602	1
-0.964539	-1	0.3631365	0.1419081	1
-0.941844	-1	0.3667076	0.1433813	1
-0.9191489	-1	0.3702476	0.1447846	1
-0.8964539	-1	0.3737581	0.146122	1
-0.8737589	-1	0.3772407	0.1473973	1
-0.8510638	-1	0.380697	0.1486138	1
-0.8283688	-1	0.3841282	0.1497748	1
-0.8056738	-1	0.3875358	0.1508829	1
-0.7829787	-1	0.3909208	0.1519407	1
-0.7602837	-1	0.3942846	0.1529505	1
-0.7375887	-1	0.397628	0.1539145	1
-0.7148936	-1	0.4009522	0.1548346	1
-0.6921986	-1	0.4042582	0.1557126	1
-0.6695036	-1	0.4075468	0.1565501	1
-0.6468085	-1	0.410819	0.1573487	1
-0.6241135	-1	0.4140755	0.1581098	1
-0.6014184	-1	0.4173173	0.1588347	1
-0.5787234	-1	0.420545	0.1595245	1
-0.5560284	-1	0.4237594	0.1601804	1
-0.5333333	-1	0.4269612	0.1608034	1
-0.5106383	-1	0.4301511	0.1613944	1
-0.4879433	-1	0.4333298	0.1619544	1
-0.4652482	-1	0.4364978	0.1624841	1
-0.4425532	-1	0.4396559	0.1629843	1
-0.4198582	-1	0.4428045	0.1634556	1
-0.3971631	-1	0.4459443	0.1638988	1
-0.3744681	-1	0.4490759	0.1643144	1
-0.3517731	-1	0.4521997	0.1647029	1
-0.329078	-1	0.4553163	0.1650649	1
-0.306383	-1	0.4584262	0.1654009	1
